formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C23H44O9	[M + H3N + H]+	C23H48NO9+	Fatty acids	0.976	Fatty acyl glycosides	0.982	Fatty acyl glycosides of mono- and disaccharides	0.934	Lipids and lipid-like molecules	0.963	Fatty Acyls	0.957	Fatty acyl glycosides	0.775	Alkyl glycosides	0.594	Alkyl glycosides	0.594	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	482.333	601	592791824307777862	592789483152061000	1265
1	C24H52NO6P	[M + H]+	C24H53NO6P+	Fatty acids	1.000	Glycerophospholipids	0.999	Glycerophosphocholines	0.986	Lipids and lipid-like molecules	0.944	Glycerophospholipids	0.987	Glycerophosphocholines	0.841			Glycerophosphocholines	0.841	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Glycerophospholipids; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Phosphocholines; Secondary alcohols; Glycerophosphocholines; Amines; Glycerol vinyl ethers; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	482.360	636	592792169381561674	592789483206586957	1266
26	C31H52N2OS	[M - H2O + H]+	C31H51N2S+	Terpenoids	0.707	Pseudoalkaloids (transamidation)	0.896	Steroidal alkaloids	0.838	Lipids and lipid-like molecules	0.891	Steroids and steroid derivatives	0.852	Hydroxysteroids	0.720			Hydroxysteroids	0.720	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organonitrogen compounds; Organooxygen compounds; Cyclic alcohols and derivatives; Hydroxysteroids; Secondary alcohols; Amines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	483.374	617	592792017015078540	592789483261112914	1267
1	C22H46NO8P	[M + H]+	C22H47NO8P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoserines	1.000	Lipids and lipid-like molecules	0.990	Glycerophospholipids	1.000	Glycerophosphoserines	1.000	Lysophosphatidylserines	1.000	1-acyl-glycerol-3-phosphoserines	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylserines; Secondary alcohols; 1-acyl-glycerol-3-phosphoserines; Carbonyl compounds; Glycerophosphoserines; Alpha amino acids; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	484.303	533	592791348275239672	592789483605045847	1268
1	C22H46NO8P	[M + H]+	C22H47NO8P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoserines	1.000	Lipids and lipid-like molecules	0.990	Glycerophospholipids	1.000	Glycerophosphoserines	1.000	Lysophosphatidylserines	1.000	1-acyl-glycerol-3-phosphoserines	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylserines; Secondary alcohols; 1-acyl-glycerol-3-phosphoserines; Carbonyl compounds; Glycerophosphoserines; Alpha amino acids; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	484.304	533	592791352133999377	592789483676349020	1269
1	C22H46NO8P	[M + H]+	C22H47NO8P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoserines	1.000	Lipids and lipid-like molecules	0.990	Glycerophospholipids	1.000	Glycerophosphoserines	1.000	Lysophosphatidylserines	1.000	1-acyl-glycerol-3-phosphoserines	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylserines; Secondary alcohols; 1-acyl-glycerol-3-phosphoserines; Carbonyl compounds; Glycerophosphoserines; Alpha amino acids; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	484.303	553	592791392931994641	592789483735069281	1270
1	C27H45NO4	[M + K]+	C27H45KNO4+	Fatty acids	0.999	Fatty amides	0.969	N-acyl amines	0.905	Lipids and lipid-like molecules	0.979	Fatty Acyls	0.927	Fatty amides	0.817	N-acyl amines	0.712	N-acyl amines	0.712	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	486.298	580	592791647404615730	592789483982533237	1275
1	C27H45NO4	[M + K]+	C27H45KNO4+	Fatty acids	1.000	Fatty amides	0.999	N-acyl amines	0.992	Lipids and lipid-like molecules	0.997	Fatty Acyls	0.990	Fatty amides	0.979	N-acyl amines	0.946	N-acyl amines	0.946	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	486.298	591	592791806897221615	592789484049642106	1276
1	C26H46O7	[M + H3N + H]+	C26H50NO7+	Terpenoids	0.183	Sesquiterpenoids	0.284	Dibenzylbutane lignans	0.037	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.999	Dialkyl ethers	0.980	Polyethylene glycols	0.992	Organic compounds; Alkyl aryl ethers; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	488.358	626	592792087080927387	592789484137722495	1277
1	C25H44O9	[M + H]+	C25H45O9+	Fatty acids	1.000	Glycerolipids	0.957	Fatty acyl glycosides of mono- and disaccharides	0.185	Lipids and lipid-like molecules	0.994	Glycerolipids	0.813	Glycosylglycerols	0.817			Glycosylglycerols	0.817	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Glycosylglycerols; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	489.306	578	592791585991616003	592789484292911753	1279
4	C26H48O7	[M + H3N + H]+	C26H52NO7+	Fatty acids	0.598	Fatty esters	0.558	Wax monoesters	0.475	Lipids and lipid-like molecules	0.818	Fatty Acyls	0.819	Fatty acid esters	0.640			Fatty acid esters	0.640	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	490.374	575	592791657353504913	592789484431323795	1281
3	C26H44N4O6	[M - H2O + H]+	C26H43N4O5+	Amino acids and Peptides	0.788	Oligopeptides	0.715	Open-chain polyketides	0.231	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.987	Amino acids, peptides, and analogues	0.774	Amino acids and derivatives	0.745	Alpha amino acids and derivatives	0.619	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	491.323	440	592790886297813370	592789484494238360	1282
4	C20H31NO12S	[M - H2O + H]+	C20H30NO11S+	Amino acids and Peptides	0.463	Macrolides	0.488	Aminoglycosides	0.068	Organic acids and derivatives	0.985	Carboxylic acids and derivatives	0.965	Amino acids, peptides, and analogues	0.864	Amino acids and derivatives	0.864	Alpha amino acids	0.630	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Alpha amino acids; Sulfenyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	492.155	625	592792018978012855	592789484557152925	1284
1	C24H46NO7P	[M + H]+	C24H47NO7P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphocholines	0.999	Lipids and lipid-like molecules	0.991	Glycerophospholipids	0.999	Glycerophosphocholines	0.998	Lysophosphatidylcholines	0.996	1-acyl-sn-glycero-3-phosphocholines	0.989	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	492.309	536	592791499723170616	592789484620067490	1285
5	C31H38O4	[M + H3N + H]+	C31H42NO4+	Terpenoids	0.549	Meroterpenoids	0.377	Catechols with side chains	0.154	Benzenoids	0.978	Benzene and substituted derivatives	0.670	Benzoyl derivatives	0.550			Benzoyl derivatives	0.550	Organic compounds; Lipids and lipid-like molecules; Phenols; Prenol lipids; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	492.311	586	592791570711766303	592789484682982055	1286
5	C31H38O4	[M + H3N + H]+	C31H42NO4+	Terpenoids	0.784	Meroterpenoids	0.552	Cannabinoids	0.170	Benzenoids	0.928	Benzene and substituted derivatives	0.647	Benzoyl derivatives	0.608			Benzoyl derivatives	0.608	Organic compounds; Lipids and lipid-like molecules; Phenols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	492.311	579	592791693600680647	592789484745896620	1287
1	C27H42O9	[M - H2O + H]+	C27H41O8+	Fatty acids	0.990	Glycerolipids	0.870	Fatty acyl glycosides of mono- and disaccharides	0.112	Lipids and lipid-like molecules	0.972	Glycerolipids	0.840	Glycosylglycerols	0.661			Glycosylglycerols	0.661	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Glycosylglycerols; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	493.280	543	592791420111084817	592789484808811185	1288
1	C27H42O9	[M - H2O + H]+	C27H41O8+	Fatty acids	0.980	Glycerolipids	0.716	Fatty acyl glycosides of mono- and disaccharides	0.134	Lipids and lipid-like molecules	0.961	Fatty Acyls	0.923	Fatty acyl glycosides	0.667	Fatty acyl glycosides of mono- and disaccharides	0.611	Fatty acyl glycosides of mono- and disaccharides	0.611	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	493.280	554	592791536708543450	592789484875920054	1289
