Site,xcoord,ycoord,Hab_Status,Shape_Area
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,16200
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,3600
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,5400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,36000
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,89100
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,9000
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,7200
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Bare < 5% plant cover,10800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,5400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,5400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,43200
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,3600
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,2700
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,1800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,6300
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,9000
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,13500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,33300
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,50400
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,5400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,9900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,1800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,93600
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,703800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,1800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,2700
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,168300
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,4500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,10800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,93600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,4500
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,4500
WM-06,-156.459213041371,20.7631387213807,Wetland,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,6300
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,9900
WM-06,-156.459213041371,20.7631387213807,Bare < 5% plant cover,22500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,27900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,6300
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,5400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,162900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,1800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,10800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,13500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,1800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,2700
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,9000
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,5400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,33300
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,1800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,23400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,4500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,15300
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,14400
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,2700
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,10800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Bare < 5% plant cover,4500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,7200
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,2700
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,2700
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,106200
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,5400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,16200
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,6300
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,24300
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,738000
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,6300
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,5400
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,1800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,1800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,2700
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,3600
WM-06,-156.459213041371,20.7631387213807,Bare < 5% plant cover,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,77400
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,2700
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,22500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,5400
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,1800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,2700
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,3600
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,4500
WM-06,-156.459213041371,20.7631387213807,Bare < 5% plant cover,5400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,10800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,16200
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,4500
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,5400
