formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C40H54O4	[M + H]+	C40H55O4+	Terpenoids	1.000	Carotenoids (C40)	0.997	Carotenoids (C40, β-β)	0.533	Lipids and lipid-like molecules	0.992	Prenol lipids	0.998	Tetraterpenoids	0.911	Carotenoids	0.872	Xanthophylls	0.873	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organooxygen compounds; Dialkyl ethers; Carotenoids; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	599.410	676	592792923806834137	592789503423133822	1596
1	C40H54O4	[M + H]+	C40H55O4+	Terpenoids	1.000	Carotenoids (C40)	0.997	Carotenoids (C40, β-β)	0.664	Lipids and lipid-like molecules	0.993	Prenol lipids	0.998	Tetraterpenoids	0.908	Carotenoids	0.880	Xanthophylls	0.882	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Carotenoids; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	599.410	676	592792621489788620	592789503481854083	1597
1	C30H59NO9	[M + Na]+	C30H59NNaO9+	Polyketides	0.476	Macrolides	0.715	Open-chain polyketides	0.819	Lipids and lipid-like molecules	0.798	Fatty Acyls	0.696					Fatty Acyls	0.696	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	600.411	498	592791173439869796	592789503540574344	1598
1	C33H55N5O6	[M - H2O + H]+	C33H54N5O5+	Amino acids and Peptides	0.956	Oligopeptides	0.911	Cyclic peptides	0.172	Organic acids and derivatives	0.995	Carboxylic acids and derivatives	0.985	Amino acids, peptides, and analogues	0.805	Amino acids and derivatives	0.777	Alpha amino acids and derivatives	0.651	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	600.411	511	592791190749762890	592789503607683213	1599
1	C37H65NO7	[M - H4O2 + H]+	C37H62NO5+	Fatty acids	0.954	Spingolipids	0.677	Neutral glycosphingolipids	0.189	Lipids and lipid-like molecules	0.938	Fatty Acyls	0.876	Fatty amides	0.509	N-acyl amines	0.558	N-acyl amines	0.558	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Quaternary ammonium salts; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	600.468	663	592792678230333579	592789503670597778	1600
1	C25H40O15	[M + Na]+	C25H40NaO15+	Terpenoids	0.892	Monoterpenoids	0.716	Iridoids monoterpenoids	0.471	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.543			Carbohydrates and carbohydrate conjugates	0.543	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	603.224	682	592793276044486481	592789503729318039	1601
1	C22H36O18	[M + H3N + H]+	C22H40NO18+	Carbohydrates	0.803	Saccharides	0.891	Polysaccharides	0.499	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.997	Disaccharides	0.558	Disaccharides	0.558	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	606.224	128	592790256363665714	592789503842564257	1604
1	C23H36O17	[M + Na]+	C23H36NaO17+	Terpenoids	0.628	Monoterpenoids	0.729	Iridoids monoterpenoids	0.441	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.623			Carbohydrates and carbohydrate conjugates	0.623	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	607.183	630	592791983276096736	592789503905478822	1605
1	C35H42O9	[M + H]+	C35H43O9+	Polyketides	0.390	Triterpenoids	0.590	Limonoids	0.296	Benzenoids	0.573							Benzenoids	0.573	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	607.292	698	592793135359141210	592789503964199083	1606
1	C34H67NO6	[M + Na]+	C34H67NNaO6+	Fatty acids	0.998	Fatty esters	0.997	Fatty acyl carnitines	0.997	Lipids and lipid-like molecules	0.906	Fatty Acyls	0.934	Fatty acid esters	0.887	Acyl carnitines	0.856	Acyl carnitines	0.856	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	608.489	656	592792321865485377	592789504022919344	1608
1	C25H38O18	[M - H2O + H]+	C25H37O17+	Terpenoids	0.822	Monoterpenoids	0.824	Secoiridoid monoterpenoids	0.624	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.935	Glycosyl compounds	0.846	O-glycosyl compounds	0.816	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Benzenoids; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	609.199	655	592792556335469487	592789504081639605	1609
1	C32H42O10	[M + Na]+	C32H42NaO10+	Polyketides	0.579	Meroterpenoids	0.406	Tetraketide meroterpenoids	0.706	Lipids and lipid-like molecules	0.779	Steroids and steroid derivatives	0.511					Steroids and steroid derivatives	0.511	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	609.270	682	592793022372979256	592789504136165562	1610
1	C34H46N2O9	[M - H2O + H]+	C34H45N2O8+	Alkaloids	0.736	Tryptophan alkaloids	0.965	Simple indole alkaloids	0.674	Nucleosides, nucleotides, and analogues	0.193	Nucleoside and nucleotide analogues	0.359	1-pyranosylindoles	0.534			1-pyranosylindoles	0.534	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrroles; Alcohols and polyols; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Indolyl carboxylic acids and derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Glycosylamines; Substituted pyrroles; Polyols; Benzenoids; Indoles; 1-pyranosylindoles; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; N-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	609.318	431	592790988928238967	592789504203274431	1611
1	C36H48O8	[M + H]+	C36H49O8+	Polyketides	0.813	Macrolides	0.211	Open-chain polyketides	0.172	Lipids and lipid-like molecules	0.685							Lipids and lipid-like molecules	0.685	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	609.344	685	592792992878633267	592789504274577604	1612
1	C23H33N5O11S	[M + Na]+	C23H33N5NaO11S+	Amino acids and Peptides	0.560	Nucleosides	0.510	Cyclamides	0.453	Organic acids and derivatives	0.943	Carboxylic acids and derivatives	0.806	Amino acids, peptides, and analogues	0.579	Amino acids and derivatives	0.575	Amino acids and derivatives	0.575	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Diazines; Secondary alcohols; Carbonyl compounds; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	610.184	751	592793577937906975	592789504333297865	1613
1	C25H31N5O11S	[M + H]+	C25H32N5O11S+	Carbohydrates	0.523	Nucleosides	0.637	Cyclamides	0.236	Benzenoids	0.772	Benzene and substituted derivatives	0.817	Benzoic acids and derivatives	0.642			Benzoic acids and derivatives	0.642	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Diazines; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	610.184	738	592793562028911844	592789504387823822	1614
1	C36H67NO6	[M + H]+	C36H68NO6+	Fatty acids	0.976	Spingolipids	0.864	Neutral glycosphingolipids	0.635	Lipids and lipid-like molecules	0.800	Fatty Acyls	0.752	Fatty acid esters	0.643			Fatty acid esters	0.643	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Quaternary ammonium salts; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	610.504	659	592792567957886133	592789504450738387	1615
1	C29H48O11	[M + K]+	C29H48KO11+	Polyketides	0.583	Triterpenoids	0.368	Tetraketide meroterpenoids	0.107	Lipids and lipid-like molecules	0.816							Lipids and lipid-like molecules	0.816	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Oxanes; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	611.286	624	592792029971283749	592789504509458648	1616
1	C36H54N2O6	[M + H]+	C36H55N2O6+	Amino acids and Peptides	0.477	Linear polyketides	0.306	Open-chain polyketides	0.132	Organic acids and derivatives	0.970	Carboxylic acids and derivatives	0.915	Amino acids, peptides, and analogues	0.626	Amino acids and derivatives	0.625	Amino acids and derivatives	0.625	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	611.405	373	592790457132425888	592789504568178909	1617
1	C24H35N3O11S	[M + K]+	C24H35KN3O11S+	Amino acids and Peptides	0.595	Oligopeptides	0.292	Pyrimidine nucleosides	0.394	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.993	Amino acids, peptides, and analogues	0.814	Amino acids and derivatives	0.807	Alpha amino acids and derivatives	0.731	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	612.164	732	592793525639130286	592789504622704866	1618
1	C36H69NO6	[M + H]+	C36H70NO6+	Fatty acids	1.000	Fatty esters	1.000	Fatty acyl carnitines	1.000	Lipids and lipid-like molecules	0.981	Fatty Acyls	0.987	Fatty acid esters	0.980	Acyl carnitines	0.962	Acyl carnitines	0.962	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	612.520	660	592792517710123706	592789504681425127	1619
